worker#,obj-id,open+read-data-time,wrkr-num-objs,mean-obj-time,num-dsets,mean-dset-time,pb-size,num-workers,obj-type,tot-num-obj,total-runtime
4,aeqdsk_chisq,15.421703624999964,63,0.24478894642857085,126,0.12239447321428543,268435456,8,signals,61,945.7499525930001
5,aeqdsk_chisq,15.263572032999946,63,0.2422789211587293,126,0.12113946057936464,268435456,8,signals,61,945.7499525930001
6,aeqdsk_chisq,15.029093253999918,63,0.23855703577777648,126,0.11927851788888824,268435456,8,signals,61,945.7499525930001
7,aeqdsk_chisq,15.303201815999955,63,0.24290796533333261,126,0.12145398266666631,268435456,8,signals,61,945.7499525930001
8,aeqdsk_chisq,14.514911856000026,59,0.2460154551864411,118,0.12300772759322055,268435456,8,signals,61,945.7499525930001
1,aeqdsk_doutl,15.832792794000056,63,0.2513141713333342,126,0.1256570856666671,268435456,8,signals,61,945.7499525930001
2,aeqdsk_doutl,15.48270563999995,63,0.24575723238095157,126,0.12287861619047578,268435456,8,signals,61,945.7499525930001
3,aeqdsk_doutl,15.15058030399996,63,0.240485401650793,126,0.1202427008253965,268435456,8,signals,61,945.7499525930001
4,aeqdsk_doutl,15.307257289999939,63,0.24297233793650697,126,0.12148616896825348,268435456,8,signals,61,945.7499525930001
5,aeqdsk_doutl,15.214139825000075,63,0.24149428293650912,126,0.12074714146825456,268435456,8,signals,61,945.7499525930001
6,aeqdsk_doutl,15.56598383800008,63,0.2470791085396838,126,0.1235395542698419,268435456,8,signals,61,945.7499525930001
7,aeqdsk_doutl,15.224163305000047,63,0.24165338579365153,126,0.12082669289682577,268435456,8,signals,61,945.7499525930001
8,aeqdsk_doutl,14.246428357000013,59,0.24146488740677988,118,0.12073244370338994,268435456,8,signals,61,945.7499525930001
1,aeqdsk_doutu,15.176887969000063,63,0.24090298363492163,126,0.12045149181746082,268435456,8,signals,61,945.7499525930001
2,aeqdsk_doutu,15.474694865999936,63,0.2456300772380942,126,0.1228150386190471,268435456,8,signals,61,945.7499525930001
3,aeqdsk_doutu,15.259410411999966,63,0.24221286368253914,126,0.12110643184126957,268435456,8,signals,61,945.7499525930001
4,aeqdsk_doutu,15.340216663999968,63,0.2434955026031741,126,0.12174775130158705,268435456,8,signals,61,945.7499525930001
5,aeqdsk_doutu,15.506752349000067,63,0.24613892617460423,126,0.12306946308730211,268435456,8,signals,61,945.7499525930001
6,aeqdsk_doutu,16.991991856000027,63,0.26971415644444485,126,0.13485707822222243,268435456,8,signals,61,945.7499525930001
7,aeqdsk_doutu,16.078012201000092,63,0.25520654287301736,126,0.12760327143650868,268435456,8,signals,61,945.7499525930001
8,aeqdsk_doutu,14.23718858799998,59,0.24130828115254205,118,0.12065414057627102,268435456,8,signals,61,945.7499525930001
1,aeqdsk_eout,15.27244762099997,63,0.24241980350793602,126,0.12120990175396801,268435456,8,signals,61,945.7499525930001
2,aeqdsk_eout,16.546981727000002,63,0.26265050360317466,126,0.13132525180158733,268435456,8,signals,61,945.7499525930001
3,aeqdsk_eout,15.081770839,63,0.23939318792063494,126,0.11969659396031747,268435456,8,signals,61,945.7499525930001
4,aeqdsk_eout,15.276092670999901,63,0.24247766144444288,126,0.12123883072222144,268435456,8,signals,61,945.7499525930001
5,aeqdsk_eout,15.181212946000073,63,0.24097163406349323,126,0.12048581703174661,268435456,8,signals,61,945.7499525930001
6,aeqdsk_eout,15.279269880000015,63,0.24252809333333358,126,0.12126404666666679,268435456,8,signals,61,945.7499525930001
7,aeqdsk_eout,15.70722367899998,63,0.24932101077777746,126,0.12466050538888873,268435456,8,signals,61,945.7499525930001
8,aeqdsk_eout,14.358676790999994,59,0.24336740323728803,118,0.12168370161864402,268435456,8,signals,61,945.7499525930001
1,aeqdsk_kappa,16.622366650000004,63,0.2638470896825397,126,0.13192354484126986,268435456,8,signals,61,945.7499525930001
2,aeqdsk_kappa,15.542426566000017,63,0.24670518358730187,126,0.12335259179365093,268435456,8,signals,61,945.7499525930001
3,aeqdsk_kappa,15.870952797999962,63,0.2519198856825391,126,0.12595994284126955,268435456,8,signals,61,945.7499525930001
4,aeqdsk_kappa,15.962428595999995,63,0.2533718824761904,126,0.1266859412380952,268435456,8,signals,61,945.7499525930001
5,aeqdsk_kappa,15.921845471999973,63,0.25272770590476146,126,0.12636385295238073,268435456,8,signals,61,945.7499525930001
6,aeqdsk_kappa,15.342108272000019,63,0.24352552812698441,126,0.12176276406349221,268435456,8,signals,61,945.7499525930001
7,aeqdsk_kappa,15.39810799099996,63,0.24441441255555493,126,0.12220720627777747,268435456,8,signals,61,945.7499525930001
8,aeqdsk_kappa,14.218996847000085,59,0.24099994655932347,118,0.12049997327966173,268435456,8,signals,61,945.7499525930001
1,aeqdsk_li,15.091273913999999,63,0.23954403038095234,126,0.11977201519047617,268435456,8,signals,61,945.7499525930001
2,aeqdsk_li,15.92987473200003,63,0.25285515447619095,126,0.12642757723809547,268435456,8,signals,61,945.7499525930001
3,aeqdsk_li,15.316996286999938,63,0.2431269251904752,126,0.1215634625952376,268435456,8,signals,61,945.7499525930001
4,aeqdsk_li,15.52266857899997,63,0.24639156474603124,126,0.12319578237301562,268435456,8,signals,61,945.7499525930001
5,aeqdsk_li,15.717439051000042,63,0.2494831595396832,126,0.1247415797698416,268435456,8,signals,61,945.7499525930001
6,aeqdsk_li,15.62976474300001,63,0.24809150385714301,126,0.12404575192857151,268435456,8,signals,61,945.7499525930001
7,aeqdsk_li,15.38645031100009,63,0.24422937001587444,126,0.12211468500793722,268435456,8,signals,61,945.7499525930001
8,aeqdsk_li,14.768723459000057,59,0.25031734676271283,118,0.12515867338135642,268435456,8,signals,61,945.7499525930001
1,aeqdsk_obott,15.776562287999923,63,0.2504216236190464,126,0.1252108118095232,268435456,8,signals,61,945.7499525930001
2,aeqdsk_obott,16.027685324000004,63,0.2544077035555556,126,0.1272038517777778,268435456,8,signals,61,945.7499525930001
3,aeqdsk_obott,15.488749822000045,63,0.2458531717777785,126,0.12292658588888924,268435456,8,signals,61,945.7499525930001
4,aeqdsk_obott,15.825705478000032,63,0.2512016742539688,126,0.1256008371269844,268435456,8,signals,61,945.7499525930001
5,aeqdsk_obott,15.401833094999915,63,0.24447354119047485,126,0.12223677059523742,268435456,8,signals,61,945.7499525930001
6,aeqdsk_obott,15.464472077000096,63,0.24546781074603327,126,0.12273390537301664,268435456,8,signals,61,945.7499525930001
7,aeqdsk_obott,16.21800030199995,63,0.25742857622222143,126,0.12871428811111071,268435456,8,signals,61,945.7499525930001
8,aeqdsk_obott,14.105898377000017,59,0.23908302333898335,118,0.11954151166949167,268435456,8,signals,61,945.7499525930001
1,aeqdsk_otop,15.672814948999985,63,0.24877484046031723,126,0.12438742023015861,268435456,8,signals,61,945.7499525930001
2,aeqdsk_otop,15.758899745999997,63,0.2501412658095238,126,0.1250706329047619,268435456,8,signals,61,945.7499525930001
3,aeqdsk_otop,15.471322406000013,63,0.24557654612698435,126,0.12278827306349217,268435456,8,signals,61,945.7499525930001
4,aeqdsk_otop,15.221903268999995,63,0.24161751220634914,126,0.12080875610317457,268435456,8,signals,61,945.7499525930001
5,aeqdsk_otop,15.488870015999964,63,0.24585507961904704,126,0.12292753980952352,268435456,8,signals,61,945.7499525930001
6,aeqdsk_otop,15.26349475699999,63,0.2422776945555554,126,0.1211388472777777,268435456,8,signals,61,945.7499525930001
7,aeqdsk_otop,15.925231417999953,63,0.25278145107936434,126,0.12639072553968217,268435456,8,signals,61,945.7499525930001
8,aeqdsk_otop,14.54024850899998,59,0.2464448899830505,118,0.12322244499152525,268435456,8,signals,61,945.7499525930001
1,aeqdsk_q0,15.232177226999966,63,0.24178059090476137,126,0.12089029545238068,268435456,8,signals,61,945.7499525930001
2,aeqdsk_q0,15.33922291700003,63,0.2434797288412703,126,0.12173986442063515,268435456,8,signals,61,945.7499525930001
3,aeqdsk_q0,15.66569499000002,63,0.24866182523809555,126,0.12433091261904777,268435456,8,signals,61,945.7499525930001
4,aeqdsk_q0,15.66186397499996,63,0.24860101547618985,126,0.12430050773809492,268435456,8,signals,61,945.7499525930001
5,aeqdsk_q0,15.185973165000064,63,0.24104719309523912,126,0.12052359654761956,268435456,8,signals,61,945.7499525930001
6,aeqdsk_q0,15.415701456000079,63,0.24469367390476315,126,0.12234683695238158,268435456,8,signals,61,945.7499525930001
7,aeqdsk_q0,15.225257978999934,63,0.24167076157142753,126,0.12083538078571376,268435456,8,signals,61,945.7499525930001
8,aeqdsk_q0,14.554364750000104,59,0.2466841483050865,118,0.12334207415254325,268435456,8,signals,61,945.7499525930001
1,aeqdsk_q95,16.054733597999984,63,0.254837041238095,126,0.1274185206190475,268435456,8,signals,61,945.7499525930001
2,aeqdsk_q95,15.435258275000024,63,0.24500409960317499,126,0.12250204980158749,268435456,8,signals,61,945.7499525930001
3,aeqdsk_q95,15.435212341000124,63,0.24500337049206547,126,0.12250168524603273,268435456,8,signals,61,945.7499525930001
4,aeqdsk_q95,16.212711043000127,63,0.25734461973016076,126,0.12867230986508038,268435456,8,signals,61,945.7499525930001
5,aeqdsk_q95,15.464949818999912,63,0.24547539395237955,126,0.12273769697618978,268435456,8,signals,61,945.7499525930001
6,aeqdsk_q95,15.593269403000022,63,0.2475122127460321,126,0.12375610637301605,268435456,8,signals,61,945.7499525930001
7,aeqdsk_q95,15.613512480999816,63,0.24783353144444153,126,0.12391676572222077,268435456,8,signals,61,945.7499525930001
8,aeqdsk_q95,15.361910180999985,59,0.26037135899999975,118,0.13018567949999987,268435456,8,signals,61,945.7499525930001
1,aeqdsk_qstar,15.244114760000002,63,0.24197007555555558,126,0.12098503777777779,268435456,8,signals,61,945.7499525930001
2,aeqdsk_qstar,15.279561899999862,63,0.24253272857142638,126,0.12126636428571319,268435456,8,signals,61,945.7499525930001
3,aeqdsk_qstar,15.313169345999995,63,0.243066180095238,126,0.121533090047619,268435456,8,signals,61,945.7499525930001
4,aeqdsk_qstar,16.158172377000028,63,0.2564789266190481,126,0.12823946330952404,268435456,8,signals,61,945.7499525930001
5,aeqdsk_qstar,15.98325714900011,63,0.2537024944285732,126,0.1268512472142866,268435456,8,signals,61,945.7499525930001
6,aeqdsk_qstar,15.269441222000069,63,0.24237208288888998,126,0.12118604144444499,268435456,8,signals,61,945.7499525930001
7,aeqdsk_qstar,15.330150957000114,63,0.24333572947619228,126,0.12166786473809614,268435456,8,signals,61,945.7499525930001
8,aeqdsk_qstar,14.776685685000075,59,0.250452299745764,118,0.125226149872882,268435456,8,signals,61,945.7499525930001
1,aeqdsk_rmagx,15.921200115000147,63,0.25271746214285945,126,0.12635873107142973,268435456,8,signals,61,945.7499525930001
2,aeqdsk_rmagx,15.389676967000014,63,0.244280586777778,126,0.122140293388889,268435456,8,signals,61,945.7499525930001
3,aeqdsk_rmagx,15.412845564999998,63,0.24464834230158727,126,0.12232417115079364,268435456,8,signals,61,945.7499525930001
4,aeqdsk_rmagx,15.41613822699992,63,0.2447006067777765,126,0.12235030338888825,268435456,8,signals,61,945.7499525930001
5,aeqdsk_rmagx,15.271736443999998,63,0.24240851498412697,126,0.12120425749206348,268435456,8,signals,61,945.7499525930001
6,aeqdsk_rmagx,16.05992639299984,63,0.25491946655555303,126,0.12745973327777652,268435456,8,signals,61,945.7499525930001
7,aeqdsk_rmagx,15.922486344999925,63,0.2527378784920623,126,0.12636893924603115,268435456,8,signals,61,945.7499525930001
8,aeqdsk_rmagx,14.710773876000076,59,0.24933515044067925,118,0.12466757522033962,268435456,8,signals,61,945.7499525930001
1,aeqdsk_ssep,16.082978701000002,63,0.2552853762063492,126,0.1276426881031746,268435456,8,signals,61,945.7499525930001
2,aeqdsk_ssep,15.327193842000042,63,0.2432887911428578,126,0.1216443955714289,268435456,8,signals,61,945.7499525930001
3,aeqdsk_ssep,15.591600755999934,63,0.24748572628571325,126,0.12374286314285662,268435456,8,signals,61,945.7499525930001
4,aeqdsk_ssep,15.136314931000015,63,0.2402589671587304,126,0.1201294835793652,268435456,8,signals,61,945.7499525930001
5,aeqdsk_ssep,15.549183504000212,63,0.24681243657143193,126,0.12340621828571596,268435456,8,signals,61,945.7499525930001
6,aeqdsk_ssep,15.412052497999866,63,0.2446357539365058,126,0.1223178769682529,268435456,8,signals,61,945.7499525930001
7,aeqdsk_ssep,15.561531335000154,63,0.24700843388889135,126,0.12350421694444567,268435456,8,signals,61,945.7499525930001
8,aeqdsk_ssep,14.427877956999964,59,0.2445403043559316,118,0.1222701521779658,268435456,8,signals,61,945.7499525930001
1,aeqdsk_ssibry,15.503623084000083,63,0.24608925530158862,126,0.12304462765079431,268435456,8,signals,61,945.7499525930001
2,aeqdsk_ssibry,15.420103935000043,63,0.2447635545238102,126,0.1223817772619051,268435456,8,signals,61,945.7499525930001
3,aeqdsk_ssibry,15.414330953999979,63,0.2446719199047616,126,0.1223359599523808,268435456,8,signals,61,945.7499525930001
4,aeqdsk_ssibry,23.328350165999836,63,0.37029127247618787,126,0.18514563623809394,268435456,8,signals,61,945.7499525930001
5,aeqdsk_ssibry,15.134122349000108,63,0.240224164269843,126,0.1201120821349215,268435456,8,signals,61,945.7499525930001
6,aeqdsk_ssibry,15.900159195000015,63,0.25238347928571453,126,0.12619173964285726,268435456,8,signals,61,945.7499525930001
7,aeqdsk_ssibry,15.679625072999897,63,0.24888293766666503,126,0.12444146883333251,268435456,8,signals,61,945.7499525930001
8,aeqdsk_ssibry,14.8813493130001,59,0.2522262595423746,118,0.1261131297711873,268435456,8,signals,61,945.7499525930001
1,aeqdsk_time,15.536221338999894,63,0.24660668792063326,126,0.12330334396031663,268435456,8,signals,61,945.7499525930001
2,aeqdsk_time,15.220922081000026,63,0.24160193779365122,126,0.12080096889682561,268435456,8,signals,61,945.7499525930001
3,aeqdsk_time,15.516552423000121,63,0.24629448290476383,126,0.12314724145238191,268435456,8,signals,61,945.7499525930001
4,aeqdsk_time,15.448145330999978,63,0.24520865604761868,126,0.12260432802380934,268435456,8,signals,61,945.7499525930001
5,aeqdsk_time,15.373872957999993,63,0.24402972949206336,126,0.12201486474603168,268435456,8,signals,61,945.7499525930001
6,aeqdsk_time,15.12032259800003,63,0.24000512060317508,126,0.12000256030158754,268435456,8,signals,61,945.7499525930001
7,aeqdsk_time,15.25671087700016,63,0.24217001392063744,126,0.12108500696031872,268435456,8,signals,61,945.7499525930001
8,aeqdsk_time,14.318672007000032,59,0.242689356050848,118,0.121344678025424,268435456,8,signals,61,945.7499525930001
1,aeqdsk_time2,15.290856329999997,63,0.2427120052380952,126,0.1213560026190476,268435456,8,signals,61,945.7499525930001
2,aeqdsk_time2,15.775297671999851,63,0.25040155034920397,126,0.12520077517460199,268435456,8,signals,61,945.7499525930001
3,aeqdsk_time2,15.93648528499989,63,0.25296008388888713,126,0.12648004194444357,268435456,8,signals,61,945.7499525930001
4,aeqdsk_time2,15.288694667000073,63,0.24267769312698528,126,0.12133884656349264,268435456,8,signals,61,945.7499525930001
5,aeqdsk_time2,15.501203809000117,63,0.24605085411111297,126,0.12302542705555648,268435456,8,signals,61,945.7499525930001
6,aeqdsk_time2,15.041000440000062,63,0.2387460387301597,126,0.11937301936507985,268435456,8,signals,61,945.7499525930001
7,aeqdsk_time2,15.299655488000099,63,0.24285167441269997,126,0.12142583720634999,268435456,8,signals,61,945.7499525930001
8,aeqdsk_time2,14.090990748999957,59,0.23883035167796537,118,0.11941517583898269,268435456,8,signals,61,945.7499525930001
1,aeqdsk_vloopt,16.565844865999907,63,0.26294991850793503,126,0.13147495925396752,268435456,8,signals,61,945.7499525930001
2,aeqdsk_vloopt,15.759148679999953,63,0.25014521714285637,126,0.12507260857142818,268435456,8,signals,61,945.7499525930001
3,aeqdsk_vloopt,15.410708648999844,63,0.24461442299999753,126,0.12230721149999876,268435456,8,signals,61,945.7499525930001
4,aeqdsk_vloopt,15.483673209000017,63,0.24577259061904788,126,0.12288629530952394,268435456,8,signals,61,945.7499525930001
5,aeqdsk_vloopt,15.396630567000102,63,0.244390961380954,126,0.122195480690477,268435456,8,signals,61,945.7499525930001
6,aeqdsk_vloopt,15.345261872000037,63,0.24357558526984185,126,0.12178779263492093,268435456,8,signals,61,945.7499525930001
7,aeqdsk_vloopt,15.680143542999986,63,0.24889116734920613,126,0.12444558367460307,268435456,8,signals,61,945.7499525930001
8,aeqdsk_vloopt,14.434472625000126,59,0.24465207838983263,118,0.12232603919491632,268435456,8,signals,61,945.7499525930001
1,aeqdsk_wplasm,15.357805675000009,63,0.2437746932539684,126,0.1218873466269842,268435456,8,signals,61,945.7499525930001
2,aeqdsk_wplasm,15.208003413000142,63,0.24139687957143083,126,0.12069843978571541,268435456,8,signals,61,945.7499525930001
3,aeqdsk_wplasm,15.265698347999887,63,0.2423126721904744,126,0.1211563360952372,268435456,8,signals,61,945.7499525930001
4,aeqdsk_wplasm,15.311433408000084,63,0.24303862552381086,126,0.12151931276190543,268435456,8,signals,61,945.7499525930001
5,aeqdsk_wplasm,15.253602190000038,63,0.24212066968254028,126,0.12106033484127014,268435456,8,signals,61,945.7499525930001
6,aeqdsk_wplasm,15.513454199999842,63,0.24624530476190226,126,0.12312265238095113,268435456,8,signals,61,945.7499525930001
7,aeqdsk_wplasm,15.242043473999956,63,0.2419371979999993,126,0.12096859899999965,268435456,8,signals,61,945.7499525930001
8,aeqdsk_wplasm,14.923973668000144,59,0.2529487062372906,118,0.1264743531186453,268435456,8,signals,61,945.7499525930001
1,aeqdsk_xnnc,15.351562973,63,0.24367560274603176,126,0.12183780137301588,268435456,8,signals,61,945.7499525930001
2,aeqdsk_xnnc,15.30141280099997,63,0.24287956826984078,126,0.12143978413492039,268435456,8,signals,61,945.7499525930001
3,aeqdsk_xnnc,15.369437001000051,63,0.2439593174761913,126,0.12197965873809564,268435456,8,signals,61,945.7499525930001
4,aeqdsk_xnnc,15.226071898999862,63,0.24168368093650575,126,0.12084184046825287,268435456,8,signals,61,945.7499525930001
5,aeqdsk_xnnc,15.616916771999968,63,0.24788756780952328,126,0.12394378390476164,268435456,8,signals,61,945.7499525930001
6,aeqdsk_xnnc,15.807224885000096,63,0.250908331507938,126,0.125454165753969,268435456,8,signals,61,945.7499525930001
7,aeqdsk_xnnc,15.338352505000103,63,0.2434659127777794,126,0.1217329563888897,268435456,8,signals,61,945.7499525930001
8,aeqdsk_xnnc,14.420384475999981,59,0.2444132962033895,118,0.12220664810169475,268435456,8,signals,61,945.7499525930001
1,aeqdsk_zmagx,15.443984002999969,63,0.24514260322222173,126,0.12257130161111086,268435456,8,signals,61,945.7499525930001
2,aeqdsk_zmagx,15.591799026999979,63,0.24748887344444412,126,0.12374443672222206,268435456,8,signals,61,945.7499525930001
3,aeqdsk_zmagx,15.172195952000038,63,0.24082850717460377,126,0.12041425358730189,268435456,8,signals,61,945.7499525930001
4,aeqdsk_zmagx,15.829084708999972,63,0.2512553128412694,126,0.1256276564206347,268435456,8,signals,61,945.7499525930001
5,aeqdsk_zmagx,15.614843175000033,63,0.24785465357142908,126,0.12392732678571454,268435456,8,signals,61,945.7499525930001
6,aeqdsk_zmagx,15.158923577999985,63,0.24061783457142835,126,0.12030891728571418,268435456,8,signals,61,945.7499525930001
7,aeqdsk_zmagx,15.70190426399995,63,0.24923657561904683,126,0.12461828780952341,268435456,8,signals,61,945.7499525930001
8,aeqdsk_zmagx,14.260126984999943,59,0.2416970675423719,118,0.12084853377118596,268435456,8,signals,61,945.7499525930001
1,bolo_axa_bright,15.108663376000095,59,0.25607904027118805,177,0.08535968009039602,268435456,8,signals,61,945.7499525930001
2,bolo_axa_bright,15.09318218300018,59,0.2558166471694946,177,0.08527221572316486,268435456,8,signals,61,945.7499525930001
3,bolo_axa_bright,15.159383982999998,59,0.25693871157627113,177,0.08564623719209039,268435456,8,signals,61,945.7499525930001
4,bolo_axa_bright,15.469993419000048,59,0.2622032782881364,177,0.08740109276271213,268435456,8,signals,61,945.7499525930001
5,bolo_axa_bright,15.180363704000001,59,0.25729430006779663,177,0.08576476668926554,268435456,8,signals,61,945.7499525930001
6,bolo_axa_bright,15.26393152799983,59,0.2587107038644039,177,0.08623690128813463,268435456,8,signals,61,945.7499525930001
7,bolo_axa_bright,15.081394330999956,59,0.25561685306779586,177,0.08520561768926528,268435456,8,signals,61,945.7499525930001
8,bolo_axa_bright,13.763526991999925,54,0.2548801294814801,162,0.08496004316049337,268435456,8,signals,61,945.7499525930001
1,bolo_axa_good,15.434063779000098,63,0.2449851393492079,126,0.12249256967460395,268435456,8,signals,61,945.7499525930001
2,bolo_axa_good,15.05390933600006,63,0.2389509418412708,126,0.1194754709206354,268435456,8,signals,61,945.7499525930001
3,bolo_axa_good,15.406575453999949,63,0.2445488167301579,126,0.12227440836507895,268435456,8,signals,61,945.7499525930001
4,bolo_axa_good,15.551534443000037,63,0.24684975306349266,126,0.12342487653174633,268435456,8,signals,61,945.7499525930001
5,bolo_axa_good,15.666531073999977,63,0.24867509641269805,126,0.12433754820634903,268435456,8,signals,61,945.7499525930001
6,bolo_axa_good,15.545104048999974,63,0.24674768331745991,126,0.12337384165872996,268435456,8,signals,61,945.7499525930001
7,bolo_axa_good,15.67226550600003,63,0.24876611914285762,126,0.12438305957142881,268435456,8,signals,61,945.7499525930001
8,bolo_axa_good,14.604942575999985,59,0.24754139959322008,118,0.12377069979661004,268435456,8,signals,61,945.7499525930001
1,bolo_axa_zo,15.338495946999956,63,0.24346818963491992,63,0.24346818963491992,268435456,8,signals,61,945.7499525930001
2,bolo_axa_zo,15.374071676000085,63,0.2440328837460331,63,0.2440328837460331,268435456,8,signals,61,945.7499525930001
3,bolo_axa_zo,15.274214562999987,63,0.24244785020634899,63,0.24244785020634899,268435456,8,signals,61,945.7499525930001
4,bolo_axa_zo,15.693827441999929,63,0.24910837209523698,63,0.24910837209523698,268435456,8,signals,61,945.7499525930001
5,bolo_axa_zo,15.219580728999972,63,0.24158064649206304,63,0.24158064649206304,268435456,8,signals,61,945.7499525930001
6,bolo_axa_zo,15.144837459999962,63,0.2403942453968248,63,0.2403942453968248,268435456,8,signals,61,945.7499525930001
7,bolo_axa_zo,15.536640104999833,63,0.24661333499999735,63,0.24661333499999735,268435456,8,signals,61,945.7499525930001
8,bolo_axa_zo,21.49918050799988,59,0.3643928899660997,59,0.3643928899660997,268435456,8,signals,61,945.7499525930001
1,bolo_axj_good,15.71199427800002,63,0.24939673457142889,126,0.12469836728571444,268435456,8,signals,61,945.7499525930001
2,bolo_axj_good,15.539507401000037,63,0.2466588476349212,126,0.1233294238174606,268435456,8,signals,61,945.7499525930001
